order_id,rating
TX4217,5
TX2888,4
TX3679,5
TX2732,1
TX2238,2
TX3922,5
TX3167,5
TX741,4
TX1616,5
TX1725,2
TX3470,3
TX2783,4
TX1403,5
TX2296,4
TX4833,2
TX3873,5
TX1253,4
TX3742,1
TX769,2
TX3502,4
TX2252,1
TX2269,2
TX4139,3
TX4544,4
TX2841,5
TX4445,2
TX3202,1
TX42,5
TX3987,1
TX2855,5
TX4710,4
TX2904,4
TX546,3
TX1900,1
TX4179,3
TX1036,1
TX2627,1
TX1775,1
TX92,2
TX3146,4
TX1275,2
TX1883,1
TX1088,4
TX4948,3
TX1485,2
TX2413,5
TX480,3
TX4386,4
TX4310,3
TX1796,5
TX1304,3
TX8,5
TX240,2
TX665,2
TX4579,5
TX1446,3
TX1233,3
TX4499,5
TX4574,3
TX673,4
TX900,1
TX598,3
TX3547,4
TX3532,5
TX3732,1
TX1780,1
TX898,2
TX2766,2
TX1845,5
TX3232,2
TX4941,3
TX3775,3
TX3300,2
TX1477,4
TX595,1
TX1774,4
TX1072,5
TX4191,1
TX1235,4
TX786,1
TX4361,5
TX4554,5
TX3277,5
TX3306,2
TX245,1
TX3493,2
TX52,3
TX1888,1
TX4137,5
TX2571,1
TX2964,2
TX2631,1
TX4611,3
TX2895,1
TX3883,2
TX1581,5
TX1290,3
TX2224,5
TX4440,4
TX647,2
TX1689,3
TX1382,5
TX3700,1
TX4620,4
TX2314,1
TX2410,4
TX1886,4
TX343,5
TX1593,3
TX1017,4
TX3514,1
TX889,2
TX3776,2
TX4730,3
TX922,4
TX4453,1
TX675,5
TX2161,5
TX159,4
TX1317,1
TX4591,1
TX609,1
TX3762,2
TX793,3
TX4466,3
TX1219,3
TX1549,4
TX2433,5
TX425,2
TX1537,3
TX3655,5
TX2911,4
TX4455,1
TX773,5
TX175,2
TX228,3
TX2809,2
TX340,4
TX3664,5
TX1561,5
TX148,5
TX805,4
TX4434,3
TX3628,5
TX2734,1
TX3356,5
TX2903,3
TX2368,4
TX4823,1
TX3153,3
TX4488,5
TX3323,3
TX683,2
TX3269,1
TX2850,1
TX3203,5
TX1300,3
TX1693,1
TX3472,2
TX4189,2
TX4848,2
TX593,5
TX3198,3
TX3324,5
TX708,2
TX2642,4
TX3360,3
TX1964,4
TX426,3
TX4861,1
TX3554,4
TX724,5
TX2602,5
TX2188,3
TX56,2
TX4645,4
TX4805,4
TX4436,3
TX669,4
TX4439,1
TX4828,5
TX4857,5
TX781,5
TX3846,3
TX2827,1
TX4485,1
TX4659,4
TX2932,5
TX2166,4
TX2690,3
TX1418,3
TX877,2
TX2164,4
TX3456,3
TX2706,1
TX364,2
TX4308,3
TX868,2
TX4764,3
TX1809,5
TX1952,3
TX2771,4
TX803,5
TX3815,2
TX3054,2
TX2292,2
TX4751,5
TX86,5
TX2822,2
TX223,4
TX3712,4
TX3100,1
TX2582,2
TX772,3
TX1393,1
TX2741,1
TX3044,2
TX1135,3
TX1340,1
TX716,5
TX2418,5
TX4108,2
TX85,2
TX2826,5
TX1897,5
TX523,1
TX1842,5
TX2120,5
TX1862,2
TX1878,5
TX4090,5
TX986,3
TX4926,4
TX1572,2
TX185,5
TX435,4
TX4351,2
TX824,4
TX1565,4
TX2729,1
TX4156,4
TX2414,5
TX1739,3
TX3920,4
TX176,1
TX1523,2
TX3660,3
TX88,4
TX3632,1
TX917,3
TX4163,3
TX166,4
TX217,5
TX2628,3
TX3933,5
TX932,3
TX1280,3
TX271,1
TX37,5
TX4175,2
TX2495,5
TX4976,2
TX4969,1
TX3607,4
TX1092,2
TX358,5
TX823,1
TX1652,3
TX4390,4
TX3586,4
TX960,5
TX3343,2
TX2285,2
TX4333,5
TX4743,4
TX3791,3
TX3599,3
TX2897,3
TX2158,2
TX2279,4
TX2189,1
TX3653,5
TX689,1
TX1473,3
TX4343,2
TX367,4
TX4560,5
TX3702,2
TX2519,1
TX3341,3
TX2797,3
TX4210,2
TX2454,2
TX501,5
TX2604,3
TX2726,2
TX3602,2
TX4458,4
TX2143,2
TX3183,2
TX4230,4
TX4095,4
TX1284,2
TX4886,2
TX3971,3
TX1609,1
TX3330,1
TX3075,4
TX3391,5
TX4992,1
TX3412,4
TX946,2
TX1069,3
TX3937,2
TX3498,2
TX4827,3
TX3717,5
TX455,2
TX3684,4
TX4083,2
TX4182,1
TX1329,2
TX524,2
TX2080,1
TX60,3
TX1337,1
TX167,2
TX4902,2
TX3647,2
TX2793,3
TX2588,3
TX3721,1
TX4674,2
TX4738,5
TX3818,3
TX1857,1
TX2082,1
TX3521,3
TX1874,2
TX4603,4
TX1611,2
TX2151,1
TX335,2
TX4541,3
TX3395,4
TX1332,4
TX2008,2
TX1816,5
TX2590,4
TX4989,2
TX2241,4
TX4376,1
TX552,4
TX4834,2
TX3641,1
TX3233,5
TX1904,4
TX3433,3
TX4352,5
TX3543,1
TX1641,2
TX2749,2
TX2402,3
TX2862,4
TX4342,5
TX4734,2
TX139,1
TX2499,1
TX2511,5
TX4643,4
TX254,2
TX2517,5
TX4911,2
TX2776,1
TX2329,2
TX3304,5
TX3784,2
TX2150,2
TX4415,5
TX3321,3
TX3598,5
TX3985,2
TX3610,1
TX4301,5
TX4350,3
TX1279,2
TX4448,5
TX2128,3
TX2249,1
TX238,2
TX1234,3
TX3388,3
TX1737,4
TX2805,5
TX2474,1
TX3879,2
TX1532,1
TX1748,3
TX953,1
TX1973,2
TX4016,3
TX4888,5
TX334,3
TX2929,5
TX2983,5
TX3556,2
TX3562,4
TX3609,2
TX4913,2
TX771,1
TX3678,1
TX4592,4
TX1579,4
TX2061,5
TX3861,3
TX765,2
TX2138,2
TX2856,5
TX829,5
TX1414,4
TX3958,3
TX3615,1
TX2698,2
TX2554,1
TX4470,3
TX4131,4
TX4653,5
TX3707,4
TX4687,3
TX264,5
TX4107,1
TX1093,3
TX1574,5
TX4921,2
TX2351,3
TX599,5
TX2673,5
TX2647,2
TX4985,1
TX2531,2
TX3953,3
TX3226,3
TX3845,1
TX3496,2
TX2550,5
TX4673,5
TX3820,4
TX672,5
TX3152,4
TX1270,5
TX2448,1
TX4607,2
TX2725,1
TX1608,2
TX2670,5
TX1629,1
TX952,4
TX4241,1
TX3761,5
TX1955,5
TX1028,3
TX2998,4
TX2288,1
TX3469,4
TX2291,2
TX2668,3
TX4311,4
TX305,2
TX2775,3
TX332,5
TX1642,2
TX2133,2
TX2926,1
TX2346,4
TX1517,2
TX712,4
TX2438,2
TX218,1
TX2756,1
TX1657,4
TX798,2
TX2304,3
TX2092,1
TX981,2
TX140,3
TX390,2
TX2614,2
TX4859,5
TX817,1
TX580,2
TX2078,2
TX329,3
TX4128,3
TX1214,4
TX1558,1
TX1212,3
TX3014,2
TX2765,5
TX3378,3
TX4235,1
TX3821,1
TX2656,4
TX393,1
TX1344,1
TX1744,2
TX4314,2
TX3696,3
TX4500,5
TX1669,1
TX1225,3
TX3400,5
TX2465,4
TX3119,1
TX4565,5
TX3475,1
TX2472,4
TX2564,3
TX4548,4
TX4147,2
TX4407,4
TX740,2
TX4907,4
TX2191,5
TX703,1
TX837,2
TX4178,5
TX1640,3
TX4820,4
TX3114,4
TX65,2
TX2574,5
TX375,1
TX3452,1
TX1000,1
TX3938,4
TX3834,2
TX2569,3
TX3682,5
TX4741,1
TX3512,1
TX2031,4
TX2651,4
TX4971,3
TX4847,3
TX2909,5
TX4996,5
TX2331,1
TX4698,1
TX1453,3
TX3601,2
TX556,4
TX1468,4
TX2434,3
TX3463,5
TX1264,1
TX4955,1
TX2504,4
TX1367,3
TX3177,4
TX4300,1
TX3129,4
TX2202,1
TX3693,3
TX4872,1
TX2681,3
TX2507,2
TX4027,3
TX4071,1
TX3959,5
TX3037,2
TX2176,4
TX497,5
TX2216,3
TX1732,5
TX4637,5
TX2834,2
TX4957,4
TX1043,5
TX3592,2
TX3018,1
TX156,1
TX417,2
TX2232,3
TX3348,4
TX1128,3
TX4086,3
TX1861,4
TX4003,2
TX1302,3
TX2322,3
TX444,2
TX3006,3
TX3453,4
TX3138,4
TX3921,4
TX611,5
TX4028,1
TX2109,1
TX3536,2
TX4899,5
TX4890,1
TX338,3
TX4208,2
TX4312,2
TX4097,3
TX3943,3
TX2767,3
TX2722,5
TX3571,1
TX4635,1
TX2209,4
TX2315,1
TX1425,2
TX2276,5
TX3946,3
TX4709,1
TX4789,1
TX2540,1
TX2713,4
TX3589,3
TX3166,2
TX4035,4
TX1675,3
TX2172,1
TX2844,5
TX4190,5
TX1943,4
TX1037,3
TX81,1
TX2977,5
TX4988,2
TX1814,3
TX3215,1
TX1015,1
TX205,1
TX4657,5
TX3436,2
TX1115,1
TX1793,4
TX564,3
TX2819,4
TX1156,4
TX1505,3
TX666,2
TX618,5
TX3955,4
TX988,5
TX4633,5
TX2585,5
TX2778,3
TX2989,5
TX446,2
TX4654,4
TX2702,5
TX4817,3
TX1651,4
TX2959,4
TX2553,1
TX3326,4
TX4746,2
TX591,2
TX379,4
TX318,3
TX1908,2
TX936,3
TX2747,4
TX4323,4
TX4536,3
TX4810,3
TX2088,5
TX1596,2
TX3643,3
TX104,4
TX4577,3
TX1479,4
TX4262,4
TX2680,4
TX316,1
TX2599,5
TX4444,5
TX459,3
TX537,1
TX821,4
TX3848,3
TX2064,3
TX3074,3
TX835,4
TX2901,4
TX2171,4
TX1476,2
TX3135,4
TX253,5
TX4876,5
TX4832,3
TX974,5
TX3428,2
TX2645,4
TX1220,2
TX2891,5
TX659,3
TX3907,3
TX1164,1
TX3824,2
TX582,1
TX697,1
TX2770,2
TX1688,1
TX3481,5
TX3423,3
TX4912,1
TX4284,5
TX345,2
TX4346,4
TX3947,1
TX3072,2
TX2023,5
TX2371,4
TX30,1
TX487,1
TX2787,5
TX1879,3
TX1954,5
TX2968,5
TX2606,5
TX1286,2
TX4978,2
TX2110,3
TX1554,3
TX1524,2
TX3302,3
TX2219,3
TX4676,2
TX4666,4
TX2148,3
TX1021,1
TX1667,1
TX1982,1
TX2617,1
TX3164,2
TX4341,2
TX1055,3
TX1721,4
TX4112,2
TX1773,3
TX2430,1
TX2350,1
TX4125,2
TX1029,4
TX718,1
TX2074,2
TX2992,3
TX2365,2
TX3367,4
TX1762,4
TX2773,5
TX2056,5
TX696,1
TX705,2
TX1692,2
TX3376,2
TX321,2
TX162,4
TX2691,2
TX2016,3
TX1870,1
TX3667,5
TX126,3
TX819,4
TX2409,5
TX3503,2
TX2183,2
TX347,1
TX4222,5
TX3020,2
TX966,1
TX3159,1
TX2384,5
TX3896,5
TX1052,4
TX2875,5
TX1232,4
TX4879,4
TX1053,4
TX3248,1
TX4678,2
TX3390,4
TX4797,2
TX2605,3
TX4449,1
TX1010,2
TX1635,3
TX1432,1
TX3047,4
TX3801,4
TX4456,5
TX1533,2
TX3060,4
TX3057,1
TX4865,2
TX3291,5
TX1288,4
TX138,2
TX2136,4
TX919,3
TX4940,2
TX4972,1
TX2686,1
TX560,4
TX4089,1
TX2444,4
TX4790,3
TX839,1
TX416,4
TX2579,4
TX4020,5
TX2676,5
TX1958,1
TX2920,1
TX1946,4
TX1392,1
TX194,2
TX3878,4
TX1815,5
TX4117,1
TX2575,4
TX2949,2
TX428,1
TX3258,3
TX713,3
TX3978,2
TX1247,5
TX3130,5
TX98,4
TX3549,3
TX2072,1
TX4166,3
TX283,4
TX395,2
TX2635,1
TX3032,3
TX2620,4
TX754,1
TX4072,4
TX3385,1
TX3642,4
TX3890,3
TX738,5
TX155,2
TX4682,3
TX4065,3
TX3173,5
TX330,4
TX3479,3
TX207,2
TX2737,5
TX2908,5
TX3109,1
TX969,2
TX1260,2
TX386,1
TX4719,3
TX2736,3
TX1111,2
TX2754,5
TX1222,4
TX4613,2
TX1938,1
TX1950,2
TX4641,2
TX633,4
TX4915,3
TX2312,3
TX2497,2
TX2320,3
TX2669,2
TX1819,5
TX158,4
TX4184,1
TX4636,4
TX3143,4
TX24,2
TX1480,3
TX3116,5
TX2816,5
TX2407,5
TX2250,1
TX983,3
TX2298,3
TX4991,5
TX29,2
TX2122,1
TX161,3
TX2445,5
TX4082,1
TX1656,1
TX1892,1
TX905,1
TX3559,2
TX3612,5
TX3431,2
TX2757,4
TX276,2
TX468,2
TX908,5
TX200,1
TX2168,1
TX2678,3
TX3115,1
TX231,3
TX1487,5
TX4425,1
TX1046,4
TX389,3
TX3309,3
TX3616,1
TX3229,2
TX3917,5
TX2053,2
TX3464,4
TX2344,4
TX1353,4
TX4263,3
TX3690,1
TX2300,4
TX4705,2
TX2693,5
TX3812,2
TX4689,3
TX2103,4
TX1289,5
TX2859,1
TX4411,3
TX136,1
TX2370,4
TX2412,2
TX2925,3
TX3786,2
TX1713,4
TX2042,1
TX3597,1
TX1486,3
TX1512,1
TX3337,2
TX4272,2
TX4702,2
TX891,1
TX1497,3
TX2362,5
TX2062,5
TX1356,4
TX2357,4
TX1439,1
TX399,1
TX4388,4
TX2738,4
TX1163,2
TX3529,3
TX904,4
TX2707,1
TX1035,4
TX4961,3
TX3476,5
TX911,5
TX3150,1
TX4363,5
TX3082,2
TX349,3
TX249,5
TX4391,4
TX2910,4
TX1026,3
TX3120,3
TX4598,5
TX50,4
TX3973,4
TX3461,4
TX3874,3
TX4402,3
TX1881,3
TX4587,4
TX3557,1
TX2203,3
TX2774,3
TX2094,3
TX792,4
TX1535,2
TX3942,3
TX4933,3
TX3007,2
TX4739,3
TX3952,3
TX4419,2
TX1386,3
TX1075,5
TX83,3
TX4283,3
TX1620,5
TX1078,2
TX3370,5
TX3320,1
TX1991,3
TX2541,3
TX1472,1
TX4102,4
TX999,3
TX4385,4
TX3231,3
TX4521,1
TX2675,4
TX4903,5
TX3935,4
TX4007,1
TX4951,3
TX2196,3
TX2170,3
TX3289,1
TX362,2
TX3310,4
TX2671,3
TX2791,3
TX3759,3
TX2832,4
TX1519,5
TX732,5
TX3875,4
TX2751,5
TX4001,1
TX4788,4
TX2117,3
TX751,1
TX526,4
TX1534,5
TX2795,3
TX274,1
TX3318,1
TX4632,4
TX4457,1
TX1761,1
TX1119,2
TX3740,1
TX1338,2
TX3224,2
TX1763,5
TX2336,5
TX2326,3
TX1369,1
TX3993,5
TX1576,4
TX4426,2
TX4569,3
TX4621,4
TX1143,2
TX2360,2
TX4806,2
TX3774,4
TX4318,3
TX859,5
TX421,5
TX3804,2
TX4807,4
TX3737,2
TX2589,5
TX2814,1
TX4530,1
TX1522,4
TX1470,4
TX4261,5
TX795,1
TX3399,1
TX247,4
TX55,1
TX3379,4
TX2971,1
TX2954,4
TX3884,5
TX3059,1
TX4289,1
TX1318,4
TX1601,3
TX4012,2
TX3491,1
TX4563,4
TX1013,1
TX4490,4
TX1165,1
TX1650,3
TX574,1
TX2975,4
TX4264,5
TX2049,3
TX61,1
TX994,5
TX4525,2
TX2607,4
TX2157,4
TX594,5
TX4977,2
TX2264,2
TX2306,3
TX3015,3
TX3636,2
TX1011,1
TX352,2
TX1267,3
TX2716,3
TX3972,1
TX3093,3
TX2429,2
TX2500,5
TX3034,2
TX3658,1
TX336,4
TX4194,2
TX1598,3
TX450,4
TX474,3
TX3247,5
TX1613,1
TX2126,5
TX1539,5
TX3133,2
TX3588,3
TX4186,3
TX4141,3
TX4651,5
TX486,5
TX3509,2
TX3764,2
TX1858,4
TX3271,2
TX2887,4
TX3067,1
TX570,2
TX301,4
TX912,3
TX860,4
TX2561,2
TX2950,2
TX4692,2
TX4063,5
TX4148,1
TX4920,2
TX64,2
TX4782,2
TX4109,1
TX3718,2
TX4087,4
TX1617,2
TX3579,2
TX255,1
TX4438,3
TX880,4
TX403,5
TX4892,1
TX3264,4
TX3023,4
TX918,4
TX87,5
TX4040,2
TX3288,4
TX4362,1
TX3079,1
TX68,1
TX1979,5
TX649,5
TX4463,3
TX2638,5
TX4320,5
TX873,2
TX941,2
TX4547,1
TX499,4
TX4421,4
TX4146,2
TX2479,5
TX1139,4
TX3621,2
TX2739,5
TX304,2
TX2063,1
TX731,4
TX4583,1
TX4849,1
TX182,2
TX832,4
TX2290,3
TX1282,5
TX4056,2
TX3085,4
TX3847,2
TX3962,2
TX2185,2
TX3833,5
TX1997,5
TX3398,1
TX2948,3
TX1930,4
TX4683,3
TX3280,1
TX3828,4
TX1553,2
TX1864,3
TX1875,4
TX1058,5
TX2208,4
TX5,5
TX4537,4
TX3043,1
TX1359,5
TX2116,1
TX3490,2
TX1130,2
TX4045,4
TX559,2
TX4205,1
TX3065,1
TX1618,1
TX701,5
TX4406,2
TX2840,3
TX3106,2
TX259,5
TX4770,5
TX4462,4
TX1935,2
TX4304,3
TX1662,1
TX1995,1
TX4229,1
TX105,5
TX600,1
TX327,4
TX3334,2
TX3104,3
TX1138,3
TX3620,2
TX942,4
TX3505,3
TX411,2
TX1931,4
TX3439,3
TX74,2
TX3625,3
TX3925,3
TX2881,3
TX1423,2
TX1249,4
TX2857,3
TX4669,5
TX1435,2
TX31,3
TX1648,1
TX2761,5
TX1840,5
TX858,5
TX3345,3
TX470,5
TX1464,1
TX2182,4
TX4368,2
TX2124,2
TX2245,3
TX4824,2
TX2153,3
TX1986,5
TX3335,4
TX2918,5
TX3768,4
TX3126,2
TX457,3
TX3862,4
TX4002,2
TX3590,5
TX2654,1
TX1586,4
TX1301,2
TX257,2
TX624,3
TX1527,3
TX2941,3
TX1645,3
TX1742,4
TX3349,1
TX1673,3
TX796,3
TX562,5
TX2398,1
TX2321,3
TX3575,4
TX384,5
TX4983,5
TX0,1
TX690,3
TX2034,3
TX451,1
TX1835,5
TX2937,1
TX1766,2
TX3533,2
TX1463,3
TX4389,4
TX4452,1
TX2275,4
TX2587,4
TX949,2
TX1174,2
TX4877,4
TX2193,3
TX3134,2
TX3750,1
TX674,3
TX3214,2
TX118,1
TX82,2
TX2050,4
TX2914,4
TX2383,2
TX1209,4
TX3227,4
TX2152,1
TX766,3
TX1871,1
TX462,2
TX4446,4
TX2786,3
TX4758,4
TX547,4
TX2880,1
TX1607,1
TX4610,5
TX4935,2
TX2603,4
TX3747,1
TX27,3
TX2364,5
TX4597,3
TX1714,4
TX1146,1
TX4664,3
TX3745,1
TX2581,4
TX437,1
TX3113,1
TX3058,5
TX4924,3
TX1019,3
TX735,4
TX1498,5
TX814,1
TX2883,1
TX3670,1
TX4748,4
TX2789,2
TX2577,4
TX3829,2
TX4177,5
TX2530,3
TX834,2
TX813,2
TX2330,4
TX190,4
TX1726,4
TX300,5
TX2041,1
TX1860,5
TX3689,3
TX3715,2
TX3706,5
TX759,2
TX4697,3
TX4472,1
TX4796,2
TX3099,5
TX54,3
TX3800,3
TX1770,3
TX2388,4
TX236,4
TX3726,1
TX3572,5
TX715,1
TX1113,4
TX2,2
TX3799,4
TX3053,4
TX1042,3
TX3297,2
TX1992,1
TX1141,5
TX3522,3
TX1355,2
TX1308,5
TX2745,3
TX2689,4
TX2119,3
TX4578,2
TX836,4
TX688,5
TX2674,4
TX977,4
TX4946,4
TX1807,4
TX1240,2
TX219,1
TX4558,3
TX4474,5
TX1061,1
TX1428,3
TX4464,3
TX35,5
TX445,3
TX3235,2
TX202,2
TX465,4
TX4143,2
TX3366,2
TX216,4
TX1283,2
TX4403,4
TX4170,3
TX3748,3
TX4171,3
TX449,3
TX2542,2
TX2424,5
TX142,1
TX4076,4
TX1379,1
TX4302,1
TX2338,3
TX2549,2
TX734,3
TX478,5
TX662,4
TX1827,3
TX1582,3
TX2947,2
TX374,2
TX432,4
TX4167,1
TX2525,3
TX3951,4
TX2505,5
TX3171,3
TX2366,3
TX1975,3
TX3492,4
TX845,1
TX4150,5
TX4058,4
TX3017,4
TX3691,1
TX4514,3
TX2011,3
TX1562,3
TX4982,4
TX1262,4
TX346,1
TX4165,4
TX1885,5
TX811,3
TX3860,3
TX682,4
TX2600,1
TX2012,4
TX3842,4
TX2439,5
TX763,5
TX3605,1
TX2633,2
TX3699,1
TX4337,2
TX2526,1
TX1057,5
TX3646,4
TX3797,4
TX3754,1
TX204,2
TX302,4
TX1442,1
TX3295,5
TX76,5
TX492,5
TX677,3
TX2960,1
TX4531,5
TX4423,3
TX1328,4
TX4203,4
TX4671,5
TX4233,3
TX652,1
TX3327,3
TX170,2
TX184,1
TX4765,3
TX4427,1
TX491,4
TX1016,5
TX3121,2
TX1925,3
TX1757,4
TX3539,5
TX4520,1
TX643,4
TX3739,1
TX2268,1
TX2510,3
TX1956,3
TX2597,4
TX4614,3
TX2849,1
TX4640,5
TX1451,3
TX3772,3
TX2323,4
TX2518,3
TX3948,1
TX3649,5
TX3446,3
TX261,5
TX4181,5
TX173,2
TX3911,4
TX631,1
TX2442,4
TX2428,4
TX3175,4
TX2077,5
TX4649,4
TX3172,4
TX2931,1
TX687,4
TX886,5
TX1001,1
TX1314,3
TX3870,1
TX711,4
TX4428,2
TX1729,1
TX4819,3
TX4973,5
TX3449,2
TX211,4
TX4404,5
TX4956,3
TX1720,3
TX4114,1
TX2940,5
TX990,5
TX1230,1
TX4814,4
TX281,5
TX3758,3
TX951,5
TX4399,1
TX2394,1
TX3753,4
TX2135,4
TX2637,4
TX3244,2
TX2874,4
TX991,5
TX2333,3
TX4690,5
TX2807,4
TX2794,2
TX626,2
TX4033,1
TX3196,2
TX2416,1
TX4392,1
TX3086,3
TX1455,3
TX3040,1
TX579,4
TX1465,5
TX73,3
TX3036,2
TX2237,2
TX4767,1
TX2655,1
TX4791,5
TX2556,1
TX2817,1
TX4724,2
TX3604,5
TX2463,5
TX4062,4
TX3402,4
TX4715,3
TX4120,5
TX2812,2
TX975,1
TX927,5
TX1529,4
TX1441,1
TX863,2
TX2055,1
TX1107,2
TX356,5
TX1047,3
TX1198,1
TX2961,4
TX296,5
TX4582,3
TX3457,3
TX1967,5
TX193,3
TX2212,3
TX2243,4
TX2303,2
TX1516,5
TX3051,3
TX2356,2
TX4830,3
TX1624,4
TX307,4
TX203,2
TX1252,5
TX4145,3
TX3992,3
TX4677,4
TX3118,4
TX3329,1
TX1402,5
TX1406,4
TX3988,5
TX130,1
TX739,3
TX3107,5
TX2192,5
TX461,4
TX1559,4
TX3056,3
TX1330,4
TX3913,1
TX1145,1
TX4942,3
TX4221,1
TX2247,2
TX3723,4
TX297,4
TX3792,5
TX1764,5
TX3098,3
TX58,3
TX2030,2
TX1326,5
TX1404,3
TX4266,1
TX3790,3
TX2861,4
TX1438,1
TX3009,4
TX1295,2
TX2242,3
TX3730,5
TX4706,2
TX943,5
TX4371,5
TX4822,4
TX2653,1
TX4413,4
TX2592,2
TX913,3
TX456,1
TX2636,2
TX3253,1
TX3420,2
TX592,5
TX2059,4
TX584,3
TX3466,1
TX3273,1
TX2557,2
TX2455,1
TX3158,1
TX1370,2
TX4254,3
TX2262,3
TX2889,4
TX2134,3
TX2684,5
TX2733,2
TX2933,1
TX1563,3
TX4132,5
TX3683,1
TX1595,2
TX1895,2
TX1939,2
TX2396,5
TX2967,5
TX3661,2
TX782,1
TX1944,1
TX4255,1
TX3012,5
